#ZVView-data-copy:   2-Dec-2019 09:34:42
#=======================================
#
#name:   50-SN-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  34401
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       0.14342            0       5.6814      0.24605  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.14344            0       5.7752      0.24336  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.14345            0       5.5314      0.24272  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
       0.14347            0        5.204      0.24057  # 1998,J.A.Harvey          ## 14194002  #dY:4.6%
       0.14348            0       5.1179      0.24484  # 1998,J.A.Harvey          ## 14194002  #dY:4.8%
        0.1435            0       5.6067       0.2463  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
       0.14351            0       5.8137      0.25175  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.14353            0       5.2679      0.25868  # 1998,J.A.Harvey          ## 14194002  #dY:4.9%
       0.14354            0       5.5387      0.25797  # 1998,J.A.Harvey          ## 14194002  #dY:4.7%
       0.14356            0       5.2238       0.2575  # 1998,J.A.Harvey          ## 14194002  #dY:4.9%
       0.14357            0       4.8129       0.2518  # 1998,J.A.Harvey          ## 14194002  #dY:5.2%
       0.14359            0       5.2804      0.24634  # 1998,J.A.Harvey          ## 14194002  #dY:4.7%
        0.1436            0       5.7128      0.24297  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.14362            0       6.5478      0.24141  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14363            0        6.573      0.24035  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14365            0       7.4984      0.24612  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14366            0       7.9188      0.25458  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14368            0        8.582      0.26214  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14369            0       9.5222      0.27301  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14371            0       9.3919      0.27258  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14372            0       9.3203      0.26962  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14374            0       8.5544      0.26469  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14375            0       6.9906      0.26225  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14377            0       6.7137      0.25406  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14378            0         6.13      0.25098  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
        0.1438            0         5.67      0.24851  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
       0.14381            0       5.3783      0.24194  # 1998,J.A.Harvey          ## 14194002  #dY:4.5%
       0.14383            0       5.3048      0.23872  # 1998,J.A.Harvey          ## 14194002  #dY:4.5%
       0.14384            0       5.2919      0.23708  # 1998,J.A.Harvey          ## 14194002  #dY:4.5%
       0.14386            0       5.0774      0.17017  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14389            0       5.1631      0.17146  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14392            0       4.6166      0.16904  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
       0.14395            0       5.1332      0.16536  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14398            0       5.3444      0.23378  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
       0.14399            0       5.6229      0.23679  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
       0.14401            0       6.2778      0.24166  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14402            0       6.4216       0.2516  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14404            0        7.916      0.26712  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14405            0       8.3208      0.27543  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14407            0       9.4683      0.28698  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14408            0       8.5865      0.28553  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
        0.1441            0       9.0255      0.28104  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14411            0       7.6189      0.27332  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.14413            0       7.6543      0.27294  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.14414            0        7.593      0.27565  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.14416            0       6.8782      0.26959  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14417            0       7.0273      0.26966  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14419            0       6.5899      0.26925  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
        0.1442            0       5.9972      0.26956  # 1998,J.A.Harvey          ## 14194002  #dY:4.5%
       0.14423            0       6.2166      0.18761  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14426            0       5.7083      0.18411  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14429            0       5.5254      0.18285  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14432            0       5.6423      0.18042  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14435            0       5.4697      0.17542  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14438            0       5.0194       0.1692  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
        0.1444      0.00075         6.42         0.12  # 1966,J.F.Whalen+         ## 11540007  #dY:1.9%
       0.14441            0        5.311      0.16397  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14444            0       5.8866      0.16087  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14447            0       5.8335      0.16013  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
        0.1445            0       6.0292       0.1693  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14453            0       6.1639       0.1804  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14456            0       5.8121      0.18372  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14459            0       5.8781      0.18103  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14462            0       6.0695      0.17478  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14465            0       6.2243      0.17152  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14468            0       6.2367      0.17164  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14471            0        5.822        0.171  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14474            0       5.5787      0.16537  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14477            0       5.9334      0.16162  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
        0.1448            0         6.07      0.15909  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.14483            0       6.0079      0.15413  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.14486            0       5.4538      0.15207  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14489            0       5.2279       0.1542  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14492            0       5.4339      0.15971  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14495            0       5.2044      0.16499  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14498            0       4.9399      0.16574  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
         0.145            0         6.99            0  # 1965,K.K.Seth+           ## 11781013
       0.14501            0       5.1064      0.16622  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14504            0       5.4571      0.17094  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14507            0       5.1999       0.1702  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
        0.1451            0       5.3736      0.16929  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14513            0       5.7052      0.16786  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14516            0       6.0526      0.16844  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14519            0       6.3425      0.17297  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14522            0       5.7924      0.17122  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14525            0       5.4253       0.1638  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14528            0       5.5581      0.15702  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14531            0       5.2583      0.15216  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14535            0       5.4402      0.15467  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14538            0       5.3868      0.16187  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
        0.1454      0.00075         6.36         0.12  # 1966,J.F.Whalen+         ## 11540007  #dY:1.9%
       0.14541            0       5.8327      0.16488  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14544            0       6.6136      0.17194  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.14547            0       6.7242      0.17671  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
        0.1455            0        7.168      0.18132  # 1998,J.A.Harvey          ## 14194002  #dY:2.5%
       0.14553            0       7.1771      0.17368  # 1998,J.A.Harvey          ## 14194002  #dY:2.4%
       0.14556            0       6.1697      0.16852  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14559            0       5.9611      0.16565  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14562            0       5.8092      0.17047  # 1998,J.A.Harvey          ## 14194002  #dY:2.9%
       0.14565            0       5.0732      0.17683  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.14568            0       5.0596       0.1775  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.14572            0        5.135      0.14334  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14576            0       5.3494      0.14024  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.14581            0       5.2791      0.13777  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.14584            0       5.3756      0.23937  # 1998,J.A.Harvey          ## 14194002  #dY:4.5%
       0.14586            0       5.3789      0.24364  # 1998,J.A.Harvey          ## 14194002  #dY:4.5%
       0.14587            0       5.7863      0.24769  # 1998,J.A.Harvey          ## 14194002  #dY:4.3%
       0.14589            0       6.0192       0.2508  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
        0.1459            0       6.6345      0.25613  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14592            0       7.3915      0.25962  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.14593            0       7.9957      0.27021  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14595            0       8.6026      0.27544  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14596            0       8.9976      0.28061  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14598            0       9.4624      0.28163  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14599            0        10.74      0.29046  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
         0.146       0.0045        6.547       0.2542  # 1983,W.P.Poenitz+        ## 12853041  #dY:3.9%
       0.14601            0       11.003      0.29284  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14602            0        10.61      0.28779  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14604            0       10.265      0.28308  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14606            0        8.734      0.27693  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14607            0       8.8852      0.26988  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14609            0       7.6698      0.26385  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
        0.1461            0       7.8501      0.26003  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14612            0       7.4439      0.25128  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
       0.14613            0         7.57      0.24953  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14615            0       7.5838      0.24499  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
       0.14616            0       8.0342      0.24772  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14618            0       8.8402      0.25144  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14619            0       9.6642      0.26321  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14621            0       10.028      0.27075  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14622            0       10.271      0.27822  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14624            0       10.449      0.28363  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14625            0       10.544      0.28334  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14627            0       10.668      0.27687  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
       0.14629            0       8.8727       0.2673  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
        0.1463            0       9.2267      0.25834  # 1998,J.A.Harvey          ## 14194002  #dY:2.8%
       0.14632            0       8.4761      0.25116  # 1998,J.A.Harvey          ## 14194002  #dY:3.0%
       0.14633            0       7.8824      0.24396  # 1998,J.A.Harvey          ## 14194002  #dY:3.1%
       0.14635            0       7.3143      0.24422  # 1998,J.A.Harvey          ## 14194002  #dY:3.3%
       0.14636            0       6.6619      0.24153  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
       0.14638            0       6.4241      0.24361  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
       0.14639            0       6.4825      0.25075  # 1998,J.A.Harvey          ## 14194002  #dY:3.9%
       0.14641            0       6.0293       0.2501  # 1998,J.A.Harvey          ## 14194002  #dY:4.1%
       0.14643            0       6.4231      0.17655  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
       0.14646            0       6.5703      0.17094  # 1998,J.A.Harvey          ## 14194002  #dY:2.6%
